Timestamp,PM2.5,PM10,CO,O3,StationFile
01-01-2020,,,,,bengaluru_combined.csv
02-01-2020,43.67,134.0,0.91,21.82,bengaluru_combined.csv
03-01-2020,30.58,74.42,0.96,23.31,bengaluru_combined.csv
04-01-2020,66.35,155.68,2.54,29.7,bengaluru_combined.csv
05-01-2020,48.0,99.13,1.14,31.01,bengaluru_combined.csv
06-01-2020,23.75,63.34,1.08,25.82,bengaluru_combined.csv
07-01-2020,24.67,72.0,0.98,30.37,bengaluru_combined.csv
08-01-2020,34.18,79.06,0.99,29.61,bengaluru_combined.csv
09-01-2020,41.61,98.0,1.11,30.97,bengaluru_combined.csv
10-01-2020,38.95,97.7,0.97,31.89,bengaluru_combined.csv
11-01-2020,34.05,77.56,1.01,34.36,bengaluru_combined.csv
12-01-2020,39.12,75.93,0.96,44.84,bengaluru_combined.csv
13-01-2020,,,,,bengaluru_combined.csv
14-01-2020,,,,,bengaluru_combined.csv
15-01-2020,,,,,bengaluru_combined.csv
16-01-2020,38.0,93.0,0.68,16.18,bengaluru_combined.csv
17-01-2020,42.96,112.6,1.38,26.75,bengaluru_combined.csv
18-01-2020,26.8,59.0,1.02,31.02,bengaluru_combined.csv
19-01-2020,22.19,56.56,0.97,39.56,bengaluru_combined.csv
20-01-2020,34.24,100.22,1.1,31.6,bengaluru_combined.csv
21-01-2020,37.5,102.51,1.16,29.45,bengaluru_combined.csv
22-01-2020,34.48,86.75,1.11,34.25,bengaluru_combined.csv
23-01-2020,46.65,98.18,1.09,33.52,bengaluru_combined.csv
24-01-2020,38.05,96.7,1.16,40.62,bengaluru_combined.csv
25-01-2020,48.78,112.69,1.26,29.72,bengaluru_combined.csv
26-01-2020,51.86,111.57,1.29,25.68,bengaluru_combined.csv
27-01-2020,74.23,169.38,1.97,25.19,bengaluru_combined.csv
28-01-2020,61.95,162.59,1.62,24.9,bengaluru_combined.csv
29-01-2020,59.67,140.87,1.39,25.4,bengaluru_combined.csv
30-01-2020,72.46,191.19,1.93,24.72,bengaluru_combined.csv
31-01-2020,53.61,133.86,1.31,36.37,bengaluru_combined.csv
01-02-2020,57.62,112.99,0.99,40.39,bengaluru_combined.csv
02-02-2020,41.16,82.0,0.9,30.25,bengaluru_combined.csv
03-02-2020,36.32,89.84,1.06,36.14,bengaluru_combined.csv
04-02-2020,34.42,90.27,1.06,37.66,bengaluru_combined.csv
05-02-2020,34.2,82.97,1.04,34.19,bengaluru_combined.csv
06-02-2020,45.36,101.46,1.28,32.46,bengaluru_combined.csv
07-02-2020,60.29,132.17,1.29,36.41,bengaluru_combined.csv
08-02-2020,56.24,133.18,1.38,34.83,bengaluru_combined.csv
09-02-2020,42.09,85.5,0.96,43.23,bengaluru_combined.csv
10-02-2020,36.13,84.37,1.02,35.28,bengaluru_combined.csv
11-02-2020,38.0,95.19,1.09,36.65,bengaluru_combined.csv
12-02-2020,37.86,85.53,1.02,31.28,bengaluru_combined.csv
13-02-2020,39.13,100.44,1.28,38.64,bengaluru_combined.csv
14-02-2020,52.4,125.07,1.87,40.61,bengaluru_combined.csv
15-02-2020,56.35,130.38,1.62,33.98,bengaluru_combined.csv
16-02-2020,41.71,91.29,1.12,34.55,bengaluru_combined.csv
17-02-2020,44.28,101.74,1.43,47.27,bengaluru_combined.csv
18-02-2020,43.68,95.16,1.15,51.71,bengaluru_combined.csv
19-02-2020,45.45,99.09,1.03,34.7,bengaluru_combined.csv
20-02-2020,48.49,101.79,1.02,30.09,bengaluru_combined.csv
21-02-2020,30.5,67.75,0.94,38.24,bengaluru_combined.csv
22-02-2020,33.7,79.15,0.96,41.95,bengaluru_combined.csv
23-02-2020,37.16,86.35,1.0,33.31,bengaluru_combined.csv
24-02-2020,38.52,94.0,1.08,32.83,bengaluru_combined.csv
25-02-2020,42.18,108.38,1.1,38.66,bengaluru_combined.csv
26-02-2020,35.6,94.6,1.09,35.5,bengaluru_combined.csv
27-02-2020,38.76,102.95,1.24,34.7,bengaluru_combined.csv
28-02-2020,39.33,94.53,1.2,30.82,bengaluru_combined.csv
29-02-2020,37.66,96.49,1.16,39.89,bengaluru_combined.csv
01-03-2020,43.51,96.91,1.08,49.64,bengaluru_combined.csv
02-03-2020,63.49,137.43,1.48,32.05,bengaluru_combined.csv
03-03-2020,76.92,178.58,1.88,30.56,bengaluru_combined.csv
04-03-2020,64.23,150.84,1.97,39.68,bengaluru_combined.csv
05-03-2020,52.51,130.1,1.42,32.75,bengaluru_combined.csv
06-03-2020,26.76,98.67,1.35,55.93,bengaluru_combined.csv
07-03-2020,37.77,105.82,1.26,31.2,bengaluru_combined.csv
08-03-2020,26.61,79.84,1.1,32.0,bengaluru_combined.csv
09-03-2020,29.22,91.32,1.17,33.0,bengaluru_combined.csv
10-03-2020,30.92,91.06,1.11,36.54,bengaluru_combined.csv
11-03-2020,30.5,98.56,1.22,31.37,bengaluru_combined.csv
12-03-2020,30.24,92.55,1.21,27.17,bengaluru_combined.csv
13-03-2020,28.75,90.92,1.1,26.04,bengaluru_combined.csv
14-03-2020,27.26,79.28,1.03,22.38,bengaluru_combined.csv
15-03-2020,25.74,76.92,1.0,25.31,bengaluru_combined.csv
16-03-2020,20.83,68.97,0.91,31.16,bengaluru_combined.csv
17-03-2020,22.98,70.57,0.92,32.87,bengaluru_combined.csv
18-03-2020,30.67,63.14,0.96,38.53,bengaluru_combined.csv
19-03-2020,40.36,91.0,1.21,41.7,bengaluru_combined.csv
20-03-2020,37.92,80.32,1.21,43.45,bengaluru_combined.csv
21-03-2020,39.7,88.94,1.47,28.74,bengaluru_combined.csv
22-03-2020,23.03,48.83,0.91,24.67,bengaluru_combined.csv
23-03-2020,43.45,76.1,1.28,29.62,bengaluru_combined.csv
24-03-2020,42.63,72.37,0.94,34.64,bengaluru_combined.csv
25-03-2020,16.76,41.84,0.82,44.27,bengaluru_combined.csv
26-03-2020,19.87,48.93,0.88,36.78,bengaluru_combined.csv
27-03-2020,17.29,41.42,0.85,44.17,bengaluru_combined.csv
28-03-2020,17.14,43.27,0.83,31.82,bengaluru_combined.csv
29-03-2020,20.69,41.91,0.89,37.98,bengaluru_combined.csv
30-03-2020,13.92,36.92,0.82,44.29,bengaluru_combined.csv
31-03-2020,20.17,44.94,0.86,33.19,bengaluru_combined.csv
01-04-2020,21.38,50.72,0.87,27.75,bengaluru_combined.csv
02-04-2020,28.42,55.3,0.59,36.25,bengaluru_combined.csv
03-04-2020,31.85,58.45,0.31,43.44,bengaluru_combined.csv
04-04-2020,28.5,58.17,0.31,35.03,bengaluru_combined.csv
05-04-2020,28.25,54.16,0.31,34.2,bengaluru_combined.csv
06-04-2020,18.99,43.53,0.35,33.34,bengaluru_combined.csv
07-04-2020,9.07,23.4,0.36,31.98,bengaluru_combined.csv
08-04-2020,16.68,33.77,0.46,34.05,bengaluru_combined.csv
09-04-2020,17.11,39.69,0.59,36.42,bengaluru_combined.csv
10-04-2020,12.52,27.39,0.5,35.14,bengaluru_combined.csv
11-04-2020,23.08,42.22,0.49,30.67,bengaluru_combined.csv
12-04-2020,19.62,44.51,0.52,34.44,bengaluru_combined.csv
13-04-2020,27.65,58.1,0.63,33.29,bengaluru_combined.csv
14-04-2020,32.11,63.15,0.57,34.46,bengaluru_combined.csv
15-04-2020,32.29,57.03,0.55,35.83,bengaluru_combined.csv
16-04-2020,25.07,51.38,0.54,34.74,bengaluru_combined.csv
17-04-2020,27.27,63.39,0.59,34.7,bengaluru_combined.csv
18-04-2020,24.33,54.32,0.56,35.42,bengaluru_combined.csv
19-04-2020,21.55,49.21,0.52,36.74,bengaluru_combined.csv
20-04-2020,18.01,41.17,0.48,37.38,bengaluru_combined.csv
21-04-2020,15.28,34.1,0.55,37.0,bengaluru_combined.csv
22-04-2020,16.16,39.77,0.53,35.83,bengaluru_combined.csv
23-04-2020,16.11,38.22,0.62,31.46,bengaluru_combined.csv
24-04-2020,31.75,87.15,0.73,42.75,bengaluru_combined.csv
25-04-2020,22.75,56.45,0.54,32.16,bengaluru_combined.csv
26-04-2020,15.64,39.47,0.47,31.48,bengaluru_combined.csv
27-04-2020,19.34,53.11,0.57,33.96,bengaluru_combined.csv
28-04-2020,17.83,49.41,0.46,32.12,bengaluru_combined.csv
29-04-2020,13.86,36.93,0.58,33.42,bengaluru_combined.csv
30-04-2020,24.14,65.38,0.69,34.88,bengaluru_combined.csv
01-05-2020,23.11,56.85,0.51,36.42,bengaluru_combined.csv
02-05-2020,19.03,45.74,0.54,32.68,bengaluru_combined.csv
03-05-2020,24.54,54.45,0.55,37.47,bengaluru_combined.csv
04-05-2020,27.24,73.74,0.62,36.37,bengaluru_combined.csv
05-05-2020,30.62,83.16,0.61,41.08,bengaluru_combined.csv
06-05-2020,20.98,61.01,0.61,32.1,bengaluru_combined.csv
07-05-2020,26.54,68.04,0.65,37.18,bengaluru_combined.csv
08-05-2020,19.07,49.82,0.62,41.78,bengaluru_combined.csv
09-05-2020,21.59,54.33,0.49,32.43,bengaluru_combined.csv
10-05-2020,18.77,49.1,0.42,36.78,bengaluru_combined.csv
11-05-2020,15.89,47.97,0.42,24.01,bengaluru_combined.csv
12-05-2020,9.99,35.98,0.44,17.98,bengaluru_combined.csv
13-05-2020,13.98,42.72,0.56,25.55,bengaluru_combined.csv
14-05-2020,23.38,52.76,0.56,27.46,bengaluru_combined.csv
15-05-2020,14.67,45.43,0.53,26.87,bengaluru_combined.csv
16-05-2020,25.26,68.27,0.94,27.89,bengaluru_combined.csv
17-05-2020,19.71,50.94,0.76,27.79,bengaluru_combined.csv
18-05-2020,16.44,53.48,0.79,25.21,bengaluru_combined.csv
19-05-2020,17.74,85.0,0.72,30.87,bengaluru_combined.csv
20-05-2020,17.58,83.25,0.63,37.43,bengaluru_combined.csv
21-05-2020,22.18,81.35,0.66,35.69,bengaluru_combined.csv
22-05-2020,17.35,60.91,0.64,35.4,bengaluru_combined.csv
23-05-2020,21.48,73.49,0.7,37.68,bengaluru_combined.csv
24-05-2020,17.89,50.3,0.44,36.22,bengaluru_combined.csv
25-05-2020,23.42,66.36,0.78,44.45,bengaluru_combined.csv
26-05-2020,18.46,51.02,0.53,46.93,bengaluru_combined.csv
27-05-2020,18.61,48.73,0.87,39.22,bengaluru_combined.csv
28-05-2020,17.22,57.13,0.72,33.48,bengaluru_combined.csv
29-05-2020,18.29,52.54,0.7,17.89,bengaluru_combined.csv
30-05-2020,15.78,45.74,0.65,26.17,bengaluru_combined.csv
31-05-2020,21.26,52.48,0.47,24.41,bengaluru_combined.csv
01-06-2020,8.46,32.23,0.47,25.97,bengaluru_combined.csv
02-06-2020,6.7,34.03,0.43,24.18,bengaluru_combined.csv
03-06-2020,5.89,34.56,0.4,15.77,bengaluru_combined.csv
04-06-2020,8.81,46.0,0.58,21.24,bengaluru_combined.csv
05-06-2020,10.89,52.12,0.56,20.48,bengaluru_combined.csv
06-06-2020,12.03,52.02,0.57,20.85,bengaluru_combined.csv
07-06-2020,13.39,49.89,0.53,13.51,bengaluru_combined.csv
08-06-2020,16.08,66.2,0.83,19.3,bengaluru_combined.csv
09-06-2020,16.43,71.78,0.67,24.96,bengaluru_combined.csv
10-06-2020,12.78,55.82,0.7,23.2,bengaluru_combined.csv
11-06-2020,10.39,43.84,0.72,13.65,bengaluru_combined.csv
12-06-2020,14.76,58.89,0.77,19.1,bengaluru_combined.csv
13-06-2020,10.11,52.24,0.56,19.45,bengaluru_combined.csv
14-06-2020,8.15,47.84,0.47,15.28,bengaluru_combined.csv
15-06-2020,11.52,51.56,0.58,22.2,bengaluru_combined.csv
16-06-2020,12.15,49.06,0.5,25.91,bengaluru_combined.csv
17-06-2020,13.0,93.53,0.59,14.4,bengaluru_combined.csv
18-06-2020,12.99,58.71,0.64,14.0,bengaluru_combined.csv
19-06-2020,14.52,65.06,0.67,17.29,bengaluru_combined.csv
20-06-2020,15.16,62.03,0.74,15.62,bengaluru_combined.csv
21-06-2020,10.04,39.96,0.46,15.76,bengaluru_combined.csv
22-06-2020,11.17,53.6,0.82,14.87,bengaluru_combined.csv
23-06-2020,15.18,62.73,0.65,24.73,bengaluru_combined.csv
24-06-2020,15.0,45.78,0.54,29.64,bengaluru_combined.csv
25-06-2020,12.69,37.04,0.8,29.02,bengaluru_combined.csv
26-06-2020,10.09,16.57,0.9,27.14,bengaluru_combined.csv
27-06-2020,,,,,bengaluru_combined.csv
28-06-2020,,,,,bengaluru_combined.csv
29-06-2020,8.36,61.47,0.62,41.47,bengaluru_combined.csv
30-06-2020,13.67,74.33,0.9,37.62,bengaluru_combined.csv
01-07-2020,14.42,60.65,0.4,32.89,bengaluru_combined.csv
02-07-2020,7.93,37.74,0.49,29.88,bengaluru_combined.csv
03-07-2020,7.5,37.75,0.42,35.28,bengaluru_combined.csv
04-07-2020,8.18,46.79,0.44,27.45,bengaluru_combined.csv
05-07-2020,8.56,28.48,0.26,32.92,bengaluru_combined.csv
06-07-2020,15.09,46.0,0.49,29.5,bengaluru_combined.csv
07-07-2020,11.59,40.14,0.59,31.03,bengaluru_combined.csv
08-07-2020,12.53,37.89,1.22,32.13,bengaluru_combined.csv
09-07-2020,14.03,44.18,0.89,26.37,bengaluru_combined.csv
10-07-2020,16.81,44.56,0.71,28.22,bengaluru_combined.csv
11-07-2020,17.38,50.0,0.55,35.16,bengaluru_combined.csv
12-07-2020,9.07,19.59,0.33,31.82,bengaluru_combined.csv
13-07-2020,19.2,51.23,0.83,33.31,bengaluru_combined.csv
14-07-2020,17.45,57.08,0.84,27.75,bengaluru_combined.csv
15-07-2020,12.7,23.65,0.53,27.55,bengaluru_combined.csv
16-07-2020,9.35,23.04,0.49,25.32,bengaluru_combined.csv
17-07-2020,9.95,31.8,0.5,26.76,bengaluru_combined.csv
18-07-2020,10.56,39.41,0.5,26.83,bengaluru_combined.csv
19-07-2020,11.59,32.14,0.49,22.23,bengaluru_combined.csv
20-07-2020,12.08,29.65,1.01,32.1,bengaluru_combined.csv
21-07-2020,9.18,31.08,0.36,30.28,bengaluru_combined.csv
22-07-2020,24.02,56.3,0.36,31.07,bengaluru_combined.csv
23-07-2020,18.58,54.61,0.49,35.4,bengaluru_combined.csv
24-07-2020,14.46,48.46,0.49,31.07,bengaluru_combined.csv
25-07-2020,11.83,52.82,0.63,38.92,bengaluru_combined.csv
26-07-2020,12.5,66.82,0.46,28.36,bengaluru_combined.csv
27-07-2020,17.67,58.19,0.37,29.39,bengaluru_combined.csv
28-07-2020,18.03,54.35,0.51,34.45,bengaluru_combined.csv
29-07-2020,14.97,42.35,0.59,39.41,bengaluru_combined.csv
30-07-2020,12.85,49.31,0.47,35.45,bengaluru_combined.csv
31-07-2020,17.19,45.88,0.5,32.87,bengaluru_combined.csv
01-08-2020,16.38,39.76,0.62,33.56,bengaluru_combined.csv
02-08-2020,13.2,32.35,0.52,36.44,bengaluru_combined.csv
03-08-2020,15.69,43.45,0.5,43.35,bengaluru_combined.csv
04-08-2020,18.03,44.74,0.37,26.63,bengaluru_combined.csv
05-08-2020,17.75,50.3,0.41,25.09,bengaluru_combined.csv
06-08-2020,18.29,65.97,0.46,32.59,bengaluru_combined.csv
07-08-2020,19.28,83.77,0.46,35.73,bengaluru_combined.csv
08-08-2020,19.9,73.91,0.38,36.52,bengaluru_combined.csv
09-08-2020,17.5,44.88,0.4,30.18,bengaluru_combined.csv
10-08-2020,20.64,70.7,0.55,26.24,bengaluru_combined.csv
11-08-2020,21.99,78.95,0.81,32.53,bengaluru_combined.csv
12-08-2020,22.22,72.58,0.34,31.18,bengaluru_combined.csv
13-08-2020,24.79,85.48,0.36,30.74,bengaluru_combined.csv
14-08-2020,26.47,71.45,0.45,30.05,bengaluru_combined.csv
15-08-2020,24.12,60.61,0.49,24.94,bengaluru_combined.csv
16-08-2020,23.14,59.19,0.35,25.55,bengaluru_combined.csv
17-08-2020,22.27,44.96,0.66,30.66,bengaluru_combined.csv
18-08-2020,23.74,61.92,0.69,26.15,bengaluru_combined.csv
19-08-2020,22.46,68.58,0.56,31.01,bengaluru_combined.csv
20-08-2020,23.74,67.32,0.58,30.17,bengaluru_combined.csv
21-08-2020,22.12,57.15,0.55,29.86,bengaluru_combined.csv
22-08-2020,21.43,50.8,0.51,24.87,bengaluru_combined.csv
23-08-2020,17.39,44.0,0.55,26.11,bengaluru_combined.csv
24-08-2020,26.24,60.15,0.61,34.45,bengaluru_combined.csv
25-08-2020,29.85,79.38,0.73,33.36,bengaluru_combined.csv
26-08-2020,29.06,80.49,0.77,36.74,bengaluru_combined.csv
27-08-2020,32.17,89.08,0.78,42.44,bengaluru_combined.csv
28-08-2020,30.51,88.23,0.73,33.58,bengaluru_combined.csv
29-08-2020,26.19,67.35,0.57,35.83,bengaluru_combined.csv
30-08-2020,21.36,54.96,0.54,26.41,bengaluru_combined.csv
31-08-2020,22.25,59.02,0.69,36.03,bengaluru_combined.csv
01-09-2020,24.73,58.98,0.66,32.76,bengaluru_combined.csv
02-09-2020,25.23,51.02,0.56,29.29,bengaluru_combined.csv
03-09-2020,21.36,37.49,0.4,31.72,bengaluru_combined.csv
04-09-2020,21.08,38.76,0.34,34.83,bengaluru_combined.csv
05-09-2020,37.73,62.48,0.46,38.87,bengaluru_combined.csv
06-09-2020,32.38,52.65,0.41,32.62,bengaluru_combined.csv
07-09-2020,15.19,41.97,0.48,32.68,bengaluru_combined.csv
08-09-2020,17.18,39.66,0.54,31.07,bengaluru_combined.csv
09-09-2020,19.2,42.5,0.51,26.53,bengaluru_combined.csv
10-09-2020,16.06,43.44,0.49,27.02,bengaluru_combined.csv
11-09-2020,18.1,49.59,0.49,28.61,bengaluru_combined.csv
12-09-2020,17.02,37.15,0.52,27.71,bengaluru_combined.csv
13-09-2020,16.28,37.98,0.62,25.04,bengaluru_combined.csv
14-09-2020,21.1,60.52,0.61,22.45,bengaluru_combined.csv
15-09-2020,23.48,75.83,0.67,32.07,bengaluru_combined.csv
16-09-2020,20.64,63.34,0.6,30.38,bengaluru_combined.csv
17-09-2020,22.56,65.03,0.58,30.71,bengaluru_combined.csv
18-09-2020,14.85,57.93,0.65,27.96,bengaluru_combined.csv
19-09-2020,19.96,50.15,0.44,33.17,bengaluru_combined.csv
20-09-2020,12.37,23.57,0.41,23.66,bengaluru_combined.csv
21-09-2020,17.92,45.41,0.5,27.62,bengaluru_combined.csv
22-09-2020,20.64,49.58,0.47,30.2,bengaluru_combined.csv
23-09-2020,25.94,83.6,0.64,33.66,bengaluru_combined.csv
24-09-2020,26.0,71.82,0.58,30.05,bengaluru_combined.csv
25-09-2020,24.09,60.46,0.54,35.01,bengaluru_combined.csv
26-09-2020,26.24,66.9,0.68,34.84,bengaluru_combined.csv
27-09-2020,25.16,70.11,0.77,31.46,bengaluru_combined.csv
28-09-2020,32.87,67.58,0.77,33.94,bengaluru_combined.csv
29-09-2020,29.96,65.0,0.68,27.54,bengaluru_combined.csv
30-09-2020,28.25,67.32,0.75,33.75,bengaluru_combined.csv
01-10-2020,31.88,91.64,0.94,34.91,bengaluru_combined.csv
02-10-2020,33.69,81.63,0.73,29.0,bengaluru_combined.csv
03-10-2020,16.59,51.67,0.56,35.98,bengaluru_combined.csv
04-10-2020,9.18,42.2,0.59,35.39,bengaluru_combined.csv
05-10-2020,18.04,65.37,0.73,30.65,bengaluru_combined.csv
06-10-2020,31.77,96.19,0.97,35.88,bengaluru_combined.csv
07-10-2020,32.79,99.6,0.86,36.33,bengaluru_combined.csv
08-10-2020,40.27,103.25,0.72,31.44,bengaluru_combined.csv
09-10-2020,41.7,85.67,0.7,32.24,bengaluru_combined.csv
10-10-2020,13.16,42.22,0.59,28.87,bengaluru_combined.csv
11-10-2020,14.98,36.36,0.68,30.76,bengaluru_combined.csv
12-10-2020,21.0,53.78,0.61,31.28,bengaluru_combined.csv
13-10-2020,19.47,58.16,0.76,31.01,bengaluru_combined.csv
14-10-2020,15.48,70.67,0.56,33.11,bengaluru_combined.csv
15-10-2020,14.83,74.52,0.79,35.11,bengaluru_combined.csv
16-10-2020,35.65,125.38,1.19,32.57,bengaluru_combined.csv
17-10-2020,40.1,137.05,1.36,34.78,bengaluru_combined.csv
18-10-2020,32.88,99.44,0.61,29.69,bengaluru_combined.csv
19-10-2020,35.95,103.63,1.21,24.73,bengaluru_combined.csv
20-10-2020,26.3,86.23,0.68,24.32,bengaluru_combined.csv
21-10-2020,14.25,38.61,0.98,30.66,bengaluru_combined.csv
22-10-2020,18.03,44.65,0.99,26.23,bengaluru_combined.csv
23-10-2020,14.05,39.14,0.88,27.05,bengaluru_combined.csv
24-10-2020,26.71,80.44,1.39,25.88,bengaluru_combined.csv
25-10-2020,26.96,76.23,1.0,26.25,bengaluru_combined.csv
26-10-2020,43.51,93.36,1.31,26.97,bengaluru_combined.csv
27-10-2020,54.29,107.32,1.04,26.99,bengaluru_combined.csv
28-10-2020,51.16,105.03,1.02,27.07,bengaluru_combined.csv
29-10-2020,44.95,97.55,0.87,26.32,bengaluru_combined.csv
30-10-2020,46.19,102.62,1.05,27.09,bengaluru_combined.csv
31-10-2020,65.86,142.82,1.1,26.82,bengaluru_combined.csv
01-11-2020,58.71,105.57,0.87,27.43,bengaluru_combined.csv
02-11-2020,67.81,135.3,1.02,32.76,bengaluru_combined.csv
03-11-2020,50.01,91.12,0.76,29.01,bengaluru_combined.csv
04-11-2020,41.06,76.38,0.77,31.49,bengaluru_combined.csv
05-11-2020,24.38,54.34,0.72,35.87,bengaluru_combined.csv
06-11-2020,11.39,24.68,0.44,35.8,bengaluru_combined.csv
07-11-2020,12.39,31.66,0.68,32.4,bengaluru_combined.csv
08-11-2020,30.17,58.65,0.51,45.09,bengaluru_combined.csv
09-11-2020,56.59,96.25,0.89,32.31,bengaluru_combined.csv
10-11-2020,46.93,96.33,1.32,29.09,bengaluru_combined.csv
11-11-2020,35.29,74.23,1.0,36.91,bengaluru_combined.csv
12-11-2020,15.58,50.07,0.66,34.35,bengaluru_combined.csv
13-11-2020,6.76,21.67,0.73,32.24,bengaluru_combined.csv
14-11-2020,20.69,47.9,0.55,33.45,bengaluru_combined.csv
15-11-2020,19.55,38.36,0.53,30.57,bengaluru_combined.csv
16-11-2020,10.77,21.03,0.45,32.04,bengaluru_combined.csv
17-11-2020,13.85,30.24,0.46,33.77,bengaluru_combined.csv
18-11-2020,15.28,33.92,0.43,31.99,bengaluru_combined.csv
19-11-2020,23.66,50.82,0.51,32.75,bengaluru_combined.csv
20-11-2020,24.92,53.59,0.52,34.75,bengaluru_combined.csv
21-11-2020,29.37,63.04,0.91,32.0,bengaluru_combined.csv
22-11-2020,43.09,87.89,1.34,33.02,bengaluru_combined.csv
23-11-2020,35.17,70.38,0.87,44.08,bengaluru_combined.csv
24-11-2020,41.64,74.01,0.88,47.33,bengaluru_combined.csv
25-11-2020,42.72,73.62,0.83,50.03,bengaluru_combined.csv
26-11-2020,23.0,36.73,1.24,29.7,bengaluru_combined.csv
27-11-2020,18.76,40.47,1.14,31.61,bengaluru_combined.csv
28-11-2020,20.43,40.9,0.55,28.41,bengaluru_combined.csv
29-11-2020,18.38,33.98,0.47,28.13,bengaluru_combined.csv
30-11-2020,20.34,40.38,0.54,23.5,bengaluru_combined.csv
01-12-2020,29.2,58.14,0.72,18.09,bengaluru_combined.csv
02-12-2020,31.79,61.97,0.75,27.03,bengaluru_combined.csv
03-12-2020,29.94,51.55,0.75,29.79,bengaluru_combined.csv
04-12-2020,14.08,44.05,0.79,28.91,bengaluru_combined.csv
05-12-2020,19.75,45.92,0.69,26.5,bengaluru_combined.csv
06-12-2020,19.75,45.9,0.59,25.17,bengaluru_combined.csv
07-12-2020,13.55,33.73,0.5,27.51,bengaluru_combined.csv
08-12-2020,11.23,21.12,0.39,29.05,bengaluru_combined.csv
09-12-2020,19.37,31.63,0.53,32.11,bengaluru_combined.csv
10-12-2020,24.91,42.32,0.34,26.17,bengaluru_combined.csv
11-12-2020,38.59,66.17,0.54,33.36,bengaluru_combined.csv
12-12-2020,48.83,79.21,0.61,26.11,bengaluru_combined.csv
13-12-2020,49.76,74.97,0.47,27.11,bengaluru_combined.csv
14-12-2020,54.81,89.35,0.81,25.93,bengaluru_combined.csv
15-12-2020,44.48,75.45,0.63,41.91,bengaluru_combined.csv
16-12-2020,44.19,72.7,0.51,35.2,bengaluru_combined.csv
17-12-2020,38.09,63.81,0.62,43.57,bengaluru_combined.csv
18-12-2020,44.33,72.71,0.46,45.53,bengaluru_combined.csv
19-12-2020,56.05,81.66,0.52,35.95,bengaluru_combined.csv
20-12-2020,68.16,98.14,1.05,29.02,bengaluru_combined.csv
21-12-2020,59.96,89.84,0.57,36.16,bengaluru_combined.csv
22-12-2020,58.32,89.92,0.61,39.03,bengaluru_combined.csv
23-12-2020,54.35,84.14,0.52,31.39,bengaluru_combined.csv
24-12-2020,55.25,86.8,0.56,31.07,bengaluru_combined.csv
25-12-2020,57.58,93.91,0.71,34.95,bengaluru_combined.csv
26-12-2020,57.14,91.19,0.77,30.27,bengaluru_combined.csv
27-12-2020,66.83,107.95,1.0,39.19,bengaluru_combined.csv
28-12-2020,76.72,119.62,0.76,50.42,bengaluru_combined.csv
29-12-2020,64.16,97.69,0.64,50.01,bengaluru_combined.csv
30-12-2020,53.34,80.02,0.54,48.59,bengaluru_combined.csv
31-12-2020,39.44,59.21,0.58,32.38,bengaluru_combined.csv
01-01-2021,56.84,83.91,0.45,44.05,bengaluru_combined.csv
02-01-2021,56.01,82.36,0.54,44.2,bengaluru_combined.csv
03-01-2021,36.96,54.83,0.4,33.18,bengaluru_combined.csv
04-01-2021,31.2,51.41,0.54,30.68,bengaluru_combined.csv
05-01-2021,25.62,45.18,0.49,35.91,bengaluru_combined.csv
06-01-2021,11.98,20.75,0.41,41.75,bengaluru_combined.csv
07-01-2021,15.0,29.25,0.64,44.34,bengaluru_combined.csv
08-01-2021,21.43,32.88,0.46,37.16,bengaluru_combined.csv
09-01-2021,24.62,42.1,0.83,32.48,bengaluru_combined.csv
10-01-2021,26.51,43.89,0.52,31.75,bengaluru_combined.csv
11-01-2021,35.65,66.97,0.58,39.83,bengaluru_combined.csv
12-01-2021,34.2,70.73,0.51,31.75,bengaluru_combined.csv
13-01-2021,39.52,66.94,0.6,28.67,bengaluru_combined.csv
14-01-2021,44.37,66.98,0.67,29.56,bengaluru_combined.csv
15-01-2021,45.53,65.39,0.35,39.73,bengaluru_combined.csv
16-01-2021,51.49,77.03,0.25,32.42,bengaluru_combined.csv
17-01-2021,44.9,66.63,0.29,25.81,bengaluru_combined.csv
18-01-2021,37.44,66.09,0.45,38.9,bengaluru_combined.csv
19-01-2021,42.99,75.52,0.54,39.11,bengaluru_combined.csv
20-01-2021,54.91,98.14,0.69,38.62,bengaluru_combined.csv
21-01-2021,47.86,92.88,0.69,32.38,bengaluru_combined.csv
22-01-2021,42.94,72.29,0.46,27.95,bengaluru_combined.csv
23-01-2021,55.44,89.51,0.45,29.62,bengaluru_combined.csv
24-01-2021,50.03,95.19,0.97,39.18,bengaluru_combined.csv
25-01-2021,46.05,79.15,0.49,40.81,bengaluru_combined.csv
26-01-2021,43.58,77.1,0.48,58.68,bengaluru_combined.csv
27-01-2021,52.7,84.71,0.54,40.82,bengaluru_combined.csv
28-01-2021,60.0,93.15,0.47,34.18,bengaluru_combined.csv
29-01-2021,65.93,104.9,0.53,48.14,bengaluru_combined.csv
30-01-2021,60.59,100.89,0.65,34.64,bengaluru_combined.csv
31-01-2021,58.7,95.75,0.57,47.26,bengaluru_combined.csv
01-02-2021,42.06,76.35,0.61,42.11,bengaluru_combined.csv
02-02-2021,51.17,94.46,0.66,45.09,bengaluru_combined.csv
03-02-2021,55.19,104.93,0.58,43.66,bengaluru_combined.csv
04-02-2021,45.37,101.61,0.51,42.22,bengaluru_combined.csv
